;;;;;;;1Second;1Second;1Second;1Second;lpl generation;lpl generation;lpl generation;lpl generation;lpl dataset size;LPL execution;LPL execution;LPL execution;LPL execution;lpl min anonymization;lpl min anonymization;lpl min anonymization;lpl min anonymization;loading data;loading data;loading data;loading data;creating max rules;creating max rules;creating max rules;creating max rules;creating hierarchies;creating hierarchies;creating hierarchies;creating hierarchies;creating definitions;creating definitions;creating definitions;creating definitions;creating privacy models;creating privacy models;creating privacy models;creating privacy models;lpl anonymization;lpl anonymization;lpl anonymization;lpl anonymization;lpl utility;ARX execution;ARX execution;ARX execution;ARX execution;arx dataset size;arx creating definitions;arx creating definitions;arx creating definitions;arx creating definitions;arx creating privacy model;arx creating privacy model;arx creating privacy model;arx creating privacy model;arx anonymization;arx anonymization;arx anonymization;arx anonymization;arx utility
cup;(sampleUniqueness);();false;0.0;9;0;1.0008820632E9;9.87088229E8;1.003908185E9;4892995.923147626;5.44869905954E10;4.9455033647E10;5.8301332613E10;2.638034801670825E9;63441;1.3224975449E10;1.2494831358E10;1.7982891077E10;1.6816737338724384E9;3.600916602E8;3.54250129E8;3.66231164E8;3666177.849847798;1.442161202E8;1.39038359E8;1.48827915E8;3510969.050187357;30777.5;28497.0;34767.0;1937.627486845131;4.134628045E8;3.10930093E8;6.61024678E8;1.5509598884075198E8;27927.8;25648.0;29637.0;1343.314375383183;2.459310025E8;1.14015035E8;4.88120133E8;1.692357523171497E8;1.20592954896E10;1.1264933546E10;1.6694130542E10;1.6405870408085382E9;1623994.623595052;1.32676017926E10;1.1523025346E10;1.7305043023E10;2.460644839428077E9;63441;3.013814011E8;2.96748461E8;3.07206004E8;4111745.6818453767;55456.6;40467.0;169277.0;40026.182656411846;1.29660858251E10;1.12246793E10;1.700218179E10;2.460293395117659E9;1623994.623595052
fars;(averageRisk);();false;0.0;9;0;1.0023535168E9;1.001497842E9;1.002925581E9;491176.5374662036;4.24472665221E10;4.1318590295E10;4.2888852982E10;4.388855159684334E8;100937;1.26618137236E10;1.2157932953E10;1.3104534395E10;3.1458913848536783E8;6.177175218E8;5.03075194E8;1.085190106E9;2.1239970491399845E8;2.963707513E8;2.29910921E8;7.57206374E8;1.6204630379421556E8;30663.6;28498.0;32487.0;1364.560588614518;5.449599122E8;3.27931865E8;8.95951777E8;2.713792929148668E8;28041.9;25078.0;29638.0;1441.8756650049038;1.719161275E8;1.66467467E8;1.78667364E8;4066777.1676212614;1.10286551955E10;1.0649508157E10;1.1254531858E10;2.2971206378569278E8;1141904.818787052;1.09094598932E10;1.080656053E10;1.0995309267E10;6.5342151482194796E7;100937;3.649838163E8;3.47795954E8;4.6908761E8;3.69423005103685E7;54145.6;41606.0;128810.0;26818.292468636646;1.05443361529E10;1.0455172146E10;1.0633697022E10;6.3416936959979855E7;1141904.818787052
fars;(basicBLikeness);();false;0.0;9;0;1.0018296143E9;9.87993888E8;1.008360677E9;5521693.0598394275;4.42473752696E10;4.2389290992E10;4.4933267902E10;7.301068701765711E8;100937;2.59622638176E10;2.5808085731E10;2.630828208E10;1.5375669685980213E8;6.234841036E8;5.0992264E8;9.47529898E8;1.6990554073428476E8;2.489997567E8;2.39517521E8;2.57654075E8;5512857.373569537;31233.8;29638.0;33058.0;1416.724924292331;5.13736725E8;3.29613803E8;8.01888034E8;2.2991990424780986E8;29124.7;26788.0;33627.0;2071.4571924131087;2.976169022E8;1.69326363E8;6.16917533E8;1.999598870542949E8;2.42764389524E10;2.4104853E10;2.4718751478E10;1.7421192802390185E8;1201007.0880104564;2.49803249656E10;2.4846605031E10;2.5254404188E10;1.1185171707443942E8;100937;3.763972316E8;3.47426052E8;4.66330165E8;4.741948818593376E7;67539.9;42177.0;180676.0;49186.98446732518;2.46037850173E10;2.4480805325E10;2.4902496006E10;1.2731434284173688E8;1201007.0880104564
fars;(dDisclosurePrivacy);();false;0.0;9;0;1.0039855847E9;1.00152805E9;1.017617893E9;4824616.222991997;4.38494770944E10;4.312392998E10;4.4707894397E10;5.421369525438571E8;100937;2.57391236819E10;2.5478286691E10;2.5940117627E10;1.5341566397623754E8;6.121780107E8;5.10932601E8;8.71751468E8;1.4582684044808638E8;2.934599319E8;2.31323842E8;6.95622115E8;1.4150308765673032E8;30606.5;28498.0;32487.0;1397.2521644682147;5.731373144E8;3.41345767E8;7.46210223E8;1.939403574186958E8;28440.9;26218.0;31347.0;1771.0008752115286;2.113671351E8;1.72246816E8;5.26114505E8;1.1060530632848226E8;2.40469543575E10;2.3693440325E10;2.4274948233E10;1.814073272397032E8;1509404.7206421378;2.50371830977E10;2.4685229547E10;2.5456471075E10;2.551337380275981E8;100937;3.565153038E8;3.5066625E8;3.61078197E8;3245520.9915384343;40352.9;30777.0;116271.0;26695.186442711194;2.4680551637E10;2.4328084613E10;2.5101739903E10;2.5431226716740686E8;1509404.7206421378
fars;(distinctLDiversity);();false;0.0;9;0;1.0030004168E9;1.001116543E9;1.010830864E9;2809163.9380866326;4.21476467392E10;4.1560250279E10;4.3110159856E10;4.713539564634142E8;100937;8.2653647745E9;7.970145732E9;8.744549944E9;2.6741840222698787E8;7.059929108E8;5.09449577E8;1.023391542E9;2.3786936560234913E8;2.421661044E8;2.18492433E8;2.53903767E8;1.181451303141188E7;30891.5;29068.0;32487.0;1282.5340584604803;4.687812586E8;3.30477856E8;8.53756833E8;2.133920606197205E8;33683.9;26788.0;80363.0;16449.707741071474;2.675173822E8;1.6976352E8;7.261609E8;2.0225518553775698E8;6.57882604E9;6.311790156E9;7.054385152E9;2.4339616261974394E8;550367.2986122062;6.5539240011E9;6.472711956E9;6.692605341E9;6.831063237503806E7;100937;4.069564209E8;3.50439408E8;4.51175049E8;4.609202538779982E7;39555.1;28498.0;118550.0;27791.068631046834;6.1468534752E9;6.068551395E9;6.263038444E9;6.693632292234567E7;550367.2986122062
fars;(dPresence);();false;0.0;9;0;9.993500798E8;9.87204499E8;1.003032163E9;6292192.570273044;4.7045574666E10;4.3809412016E10;5.0973652098E10;1.9789522877186642E9;100937;9.58065456537E10;9.2116681856E10;1.02248718883E11;3.850439230372236E9;5.938102836E8;5.18172746E8;7.66651677E8;8.874741033100474E7;3.374721221E8;2.44813547E8;6.92005177E8;1.803258277780183E8;30492.8;29068.0;32487.0;1147.613543160085;4.676923586E8;3.31111647E8;7.68054337E8;1.8599580761999217E8;27813.8;26218.0;30777.0;1466.5865735706766;3.968381721E8;2.29660712E8;7.71688373E8;2.1723916610514355E8;9.40058964174E10;9.0243643429E10;1.00415357336E11;3.810017613116465E9;167841.0317224942;9.32276670066E10;9.0003844349E10;1.01973988371E11;3.973787380054049E9;100937;4.040387045E8;3.58777286E8;5.06892187E8;6.075543348279365E7;4.233700555E8;3.24639802E8;6.26452888E8;1.0408215608911596E8;9.24001513801E10;8.9125876378E10;1.01122097573E11;3.94124153407245E9;167841.0317224942
fars;(edDifferentialPrivacy);();false;0.0;9;0;9.995144547E8;9.86082257E8;1.012008962E9;9680965.43489452;4.57872691891E10;4.3562697097E10;4.8217321745E10;1.4653940042796812E9;100937;2.8815117842E9;2.353738879E9;3.222721504E9;2.7491242852151614E8;6.310721491E8;5.14764412E8;1.169973263E9;2.0823678024124503E8;2.400739688E8;2.18343105E8;2.60176698E8;1.767683331719883E7;30435.7;29068.0;34198.0;1524.750985133857;6.915640889E8;3.34855684E8;1.069869133E9;3.102948870629188E8;27756.9;25648.0;30207.0;1344.6432364509678;1.1920775048E9;8.07797333E8;1.426908054E9;2.1831279436579925E8;1.248388878E8;8.4177865E7;4.65215332E8;1.1961255228531924E8;136569.1369656694;1.2720727517E9;1.042695935E9;1.498753793E9;1.5612037502917865E8;100937;5.999744662E8;3.51952069E8;8.41975284E8;2.108761677944922E8;5.724938915E8;4.86559025E8;1.056213E9;1.7748102800290838E8;9.95244862E7;8.3772627E7;2.25128425E8;4.4145470423102915E7;140296.29596346
fars;(enhancedBLikeness);();false;0.0;9;0;1.0026906458E9;1.000041607E9;1.01394909E9;4042190.3959930716;5.17739799364E10;4.6810670479E10;5.5662812627E10;2.8310003547976494E9;100937;2.97598102734E10;2.7899320784E10;3.2021828155E10;1.1712607820408401E9;5.956502137E8;5.24239922E8;9.31012588E8;1.2150269744279683E8;3.459661686E8;2.30275693E8;7.03042935E8;1.8096623100551257E8;31119.6;27928.0;36477.0;2421.0378490776775;5.44336723E8;3.28834105E8;9.22938029E8;2.4818764658903733E8;28896.6;26788.0;36477.0;2881.8070025593315;3.457508395E8;1.78138446E8;8.02305242E8;2.6648960596820873E8;2.79261886564E10;2.6182513424E10;3.0234366263E10;1.1244943025318923E9;1201007.0880104564;2.97335850827E10;2.7027690717E10;3.7824653766E10;3.9023588819821067E9;100937;3.975563158E8;3.64626169E8;4.58145034E8;3.554407925163882E7;45824.4;42177.0;51296.0;3237.5676466549185;2.9335896537E10;2.6580361728E10;3.7406849041E10;3.904363590749119E9;1201007.0880104564
fars;(entropyLDiversity);();false;0.0;9;0;1.0003282944E9;9.99800515E8;1.00102364E9;360552.8905276204;4.57970623925E10;4.3389264205E10;5.18219157E10;2.477939219142823E9;100937;1.4743145003E10;1.4211680896E10;1.5826790529E10;4.7480376363569427E8;6.219223685E8;5.17622169E8;9.76244255E8;1.8119974760502082E8;2.909134277E8;2.32558935E8;6.47952749E8;1.2576488398502727E8;36078.2;27358.0;99742.0;22508.218888022016;6.189651548E8;3.37867899E8;9.16216545E8;2.3783122151696935E8;28554.7;26218.0;35337.0;2758.963857441171;2.616258663E8;1.68934805E8;6.29920496E8;1.792414460242212E8;1.29478226275E10;1.2527064051E10;1.401600435E10;4.354172371565831E8;590389.0228300437;1.34164758741E10;1.3039272213E10;1.4085327465E10;3.705587809885271E8;100937;3.972515607E8;3.59053144E8;4.90271715E8;5.067162461000804E7;29694.6;28498.0;30778.0;733.1854699414966;1.30191242862E10;1.2579038861E10;1.3709967894E10;3.973374499510565E8;590389.0228300437
fars;(equalDistanceTCloseness);();false;0.0;9;0;1.0000713012E9;9.99599891E8;1.000798507E9;376179.64576805296;4.76584593648E10;4.3314479206E10;5.1290196823E10;2.363834043548491E9;100937;2.8293751464E10;2.7205740819E10;3.0797024605E10;1.0534943161161873E9;5.764873415E8;5.30743684E8;7.89658499E8;7.971376422824743E7;2.595031243E8;2.41161273E8;2.69323913E8;7260990.448448645;29979.8;28497.0;31348.0;1081.569312516668;5.831095403E8;3.41751006E8;9.27329536E8;2.5131799819952446E8;28326.6;27358.0;29637.0;713.1654319534376;4.217050446E8;1.92194687E8;7.0861197E8;2.2414877786039612E8;2.64511318462E10;2.5405613378E10;2.8684643063E10;9.832258317634178E8;1148462.503554068;2.69372267563E10;2.5864221786E10;2.8347948132E10;7.83228884678108E8;100937;3.901293969E8;3.65367681E8;4.84541952E8;3.513182560124587E7;123566.4;30208.0;856643.0;259256.92226189663;2.65468983876E10;2.5379574961E10;2.7944524523E10;7.941877581924586E8;1148462.503554068
fars;(hierarchicalDistanceTCloseness);();false;0.0;9;0;1.0019613878E9;9.99447143E8;1.018070439E9;5685484.845612315;5.12186897521E10;4.6476727863E10;5.8190651818E10;4.24564540429252E9;100937;2.99657873392E10;2.7874629173E10;3.1851070062E10;1.1530974509086819E9;5.995692277E8;5.37368846E8;9.54511853E8;1.2684842539529298E8;2.640698356E8;2.39370473E8;3.0610485E8;1.8320024636426333E7;33456.4;28498.0;50156.0;7518.561198054378;7.272874734E8;3.44397309E8;1.148147959E9;2.5889798184588468E8;30834.5;26788.0;54146.0;8287.664357344594;3.696759745E8;1.98222536E8;9.07452339E8;2.628993663812535E8;2.7999322608E10;2.6079689466E10;2.9215747528E10;9.815252291486101E8;1098846.557710403;2.8543362441E10;2.6685413072E10;3.1301456293E10;1.500465861844876E9;100937;5.435321168E8;3.68227718E8;1.419356714E9;3.118676092832323E8;776393.4;692496.0;1053278.0;107503.03354810247;2.79989745933E10;2.6299983529E10;3.0826512391E10;1.4591906511738267E9;1098846.557710403
fars;(inclusion);();false;0.0;9;0;1.0003970307E9;9.99976062E8;1.001610694E9;486455.92155463237;4.56436784243E10;4.4429288188E10;4.6724801556E10;9.225267279229838E8;100937;1.9424729115E9;1.84930491E9;2.08231981E9;7.392504549640304E7;7.226051182E8;5.18296426E8;1.013943391E9;1.9721287613208348E8;3.011671548E8;2.17370761E8;7.56782327E8;1.60704086928216E8;30720.6;28497.0;37047.0;2823.7256004553037;4.816103293E8;3.41403333E8;8.30434255E8;2.0910357656027687E8;27927.7;26788.0;30208.0;930.8062275969867;1.082759246E8;1.0625794E8;1.13610935E8;2589828.099741036;3.26919054E8;2.05786985E8;6.2475385E8;1.917183534321839E8;0.0;1.317406953E9;1.066630075E9;1.564294113E9;1.5039876971310973E8;100937;5.258962691E8;3.53429393E8;8.84217533E8;2.1495333540316758E8;5.424249213E8;3.31185172E8;9.49493965E8;2.276967598642635E8;2.4900443E8;2.43640009E8;2.53251168E8;2981888.8214935176;0.0
fars;(kAnonymity);();false;0.0;9;0;1.0025181772E9;9.99366209E8;1.023292941E9;7312906.921759025;4.45715991186E10;4.3759777444E10;4.6161788703E10;7.617664689593424E8;100937;1.40509805229E10;1.3210491399E10;1.6601775525E10;9.421744552501307E8;6.818263426E8;5.17568593E8;1.065466226E9;2.0776957735828057E8;2.434257061E8;2.17628381E8;2.60596185E8;1.5682050276748335E7;29979.8;28497.0;37047.0;2565.813485903534;5.477196366E8;3.4604619E8;9.12005143E8;2.4503709738147488E8;29124.7;26788.0;34197.0;2106.2039075075327;2.965741116E8;1.61896425E8;6.6534437E8;2.139476960523309E8;1.22795069089E10;1.1518979233E10;1.4987750517E10;9.983489444288784E8;1089487.3926609105;1.21998369927E10;1.1745782187E10;1.4168928535E10;7.118000247650315E8;100937;4.274035166E8;3.6166411E8;5.99052848E8;7.569965860546651E7;28782.7;26788.0;30777.0;1238.4184403235174;1.17723189155E10;1.128933277E10;1.3569769106E10;6.610827290750158E8;1089487.3926609105
fars;(kMap);();false;0.0;9;0;1.0011559267E9;9.99758909E8;1.003851759E9;1393505.7469191428;4.54898584971E10;4.3150412961E10;5.170196572E10;2.756192631383467E9;100937;1.56312165758E10;1.4671000038E10;1.6500990297E10;6.128992530872205E8;6.464786154E8;5.24607543E8;1.086499293E9;1.8103852409370422E8;3.181886474E8;2.16504999E8;8.26420628E8;1.8083629697912362E8;30150.8;27358.0;34768.0;2597.4381310137965;5.952445195E8;3.44783169E8;8.97295732E8;2.6027145792613214E8;36591.0;26218.0;94613.0;21193.153197305124;2.755219509E8;1.53944975E8;8.27465927E8;2.4183829496362722E8;1.3793931399E10;1.2906429269E10;1.4675544863E10;5.711962073915488E8;108463.1208784605;1.39398647951E10;1.3062243128E10;1.4905599413E10;5.549033265383797E8;100937;4.030941743E8;3.54681585E8;4.97274188E8;4.856657627971402E7;4.762045867E8;3.38397958E8;5.53873047E8;7.882752952881926E7;1.30604828775E10;1.2189150555E10;1.3987389735E10;5.2926611217290366E8;108463.1208784605
fars;(orderedDistanceTCloseness);();false;0.0;9;0;1.0008983068E9;9.97007733E8;1.00269133E9;1705397.240780823;4.90805003412E10;4.5749993588E10;5.5659829481E10;2.6643473382685156E9;100937;3.92269718895E10;3.6943470105E10;4.1853447918E10;1.6237071676402607E9;6.004611508E8;5.26643994E8;9.12051879E8;1.214010760398418E8;2.592456184E8;2.44610644E8;2.76891782E8;1.1049865706432616E7;46793.6;28498.0;193785.0;51682.51713469245;5.746938626E8;3.35405121E8;9.14554554E8;2.4579045398466733E8;27756.8;26218.0;31347.0;1635.3676990545923;3.541126562E8;1.95054154E8;6.01144584E8;1.9981412908668166E8;3.74366244841E10;3.5237962683E10;3.9934907664E10;1.5603939230469694E9;626878.6802785888;3.69205327034E10;3.5430841887E10;3.9398624014E10;1.1939864720619874E9;100937;3.769900993E8;3.59758749E8;3.9854536E8;1.367649323961385E7;31860.3;29637.0;39897.0;3092.193649606484;3.65434360792E10;3.5070282921E10;3.9038758682E10;1.1929216968574884E9;626878.6802785888
fars;(populationUniqueness);();false;0.0;9;0;1.0004797315E9;9.99570254E8;1.004490679E9;1435385.4219062363;4.98667347194E10;4.646536694E10;5.3760698492E10;1.883851142714765E9;100937;1.164541008012E11;1.12156685321E11;1.1953296936E11;1.9811818057392E9;5.640370061E8;5.29268639E8;7.16916222E8;5.719395739133048E7;2.777728195E8;2.50628804E8;4.45903531E8;5.971947682277876E7;32145.4;29068.0;44456.0;4576.877154664399;6.128052467E8;3.39822276E8;8.84269969E8;1.92557416068882E8;32031.7;26218.0;71815.0;14025.121635836178;3.125626167E8;1.88723089E8;5.98357502E8;1.910373967969155E8;1.146848361065E11;1.10440797299E11;1.17619682957E11;1.9563782189325223E9;314300.6933914329;1.14410435258E11;1.10394429141E11;1.1808538845E11;2.49548646086694E9;100937;4.094507739E8;3.60945966E8;5.28834903E8;6.159883954354408E7;101908.3;94613.0;122541.0;7739.761624954034;1.140007640822E11;1.1003213979E11;1.17722435101E11;2.4678822363796244E9;314300.6933914329
fars;(profitabilityJournalist);();false;0.0;9;0;9.948796341E8;9.86730297E8;1.011577506E9;8784346.632265998;4.36114524005E10;4.2420323359E10;4.6099682364E10;1.0963513890769632E9;100937;1.8571719492E9;1.728069681E9;2.009408825E9;8.53369820853353E7;5.168303294E8;5.05015323E8;5.28652517E8;7729494.436735134;3.243708974E8;2.16022817E8;6.92031965E8;1.7042373261151537E8;30720.2;28497.0;33057.0;1482.739191871285;6.80204477E8;3.29242762E8;9.84739442E8;2.456569981609637E8;27244.0;25648.0;28498.0;883.0402029352911;1.71694529E8;1.20808334E8;6.0324601E8;1.5164630391392556E8;1.621200748E8;1.58560475E8;1.67343489E8;2923331.2289498243;0.0;1.2673950129E9;9.83346471E8;1.491216131E9;1.542360694416921E8;100937;4.372357616E8;3.35323048E8;8.16754753E8;1.807890192819068E8;6.096214753E8;3.23314086E8;8.07153283E8;1.9641236123780045E8;2.20456443E8;1.99747168E8;3.49277268E8;4.585895295522177E7;0.0
fars;(profitabilityJournalistNoAttack);();false;0.0;9;0;1.0022850086E9;1.00141691E9;1.003866578E9;917736.9119904801;4.33594521131E10;4.1619143209E10;4.4404030041E10;1.0674842824287641E9;100937;5.7085159897E9;5.509804089E9;5.980970896E9;1.615504610787277E8;6.145586579E8;4.9135349E8;8.49489007E8;1.3243992747114395E8;2.406421573E8;2.11735042E8;2.53721952E8;1.1934030497287458E7;30150.7;28498.0;32488.0;1301.2707507151104;5.451630444E8;3.30994806E8;7.94700326E8;2.212871517006227E8;28270.0;25648.0;34198.0;2594.039321213154;2.566107711E8;1.29211757E8;5.70706682E8;2.0315546668240318E8;4.0494553221E9;3.912203487E9;4.393740065E9;1.9098323973737916E8;146598.6898876325;4.9923183108E9;4.780495895E9;5.235960999E9;1.8476586070130855E8;100937;4.169377661E8;3.40271972E8;7.94104722E8;1.4355325571534485E8;5.179289187E8;3.2224542E8;9.10886321E8;2.4178130998744705E8;4.0573723458E9;3.944158612E9;4.496809674E9;1.68442140827481E8;146598.6898876325
fars;(profitabilityProsecutor);();false;0.0;9;0;9.967953114E8;9.86622575E8;1.003704711E9;5439020.159604244;4.39264830955E10;4.3019161333E10;4.5289857699E10;7.642346672400941E8;100937;1.9146134306E9;1.662615424E9;2.256908003E9;1.875832611313443E8;6.225884757E8;4.94195289E8;9.01933461E8;1.5538926255170307E8;2.383346927E8;2.11590843E8;2.5220815E8;1.4575833232846715E7;30891.6;28497.0;32488.0;1254.6665958200474;5.499964376E8;3.29111673E8;8.62892079E8;2.3432336025187013E8;28440.7;26788.0;30207.0;1021.0871167535119;2.56049593E8;1.16331904E8;6.07409535E8;2.1737281760355857E8;2.458174101E8;1.66285652E8;6.2975578E8;1.6841573151141077E8;0.0;7.978275576E8;5.51194256E8;1.085373632E9;2.5484793273065746E8;100937;5.881740507E8;3.42134586E8;8.77925225E8;2.5540216961291462E8;43031.4;29637.0;136790.0;32970.55628621123;2.095095363E8;2.07324726E8;2.13220915E8;1753879.3646054103;0.0
fars;(profitabilityProsecutorNoAttack);();false;0.0;9;0;1.0004787056E9;9.86698379E8;1.002992267E9;4866747.907236623;4.37309354736E10;4.2373972869E10;4.4689143431E10;6.869380041004456E8;100937;5.4844762939E9;5.374455621E9;5.899801827E9;1.5764876564608425E8;5.650807089E8;4.94794312E8;8.43034261E8;1.0857257865288194E8;2.423278577E8;2.0278902E8;2.51342388E8;1.4474002399047688E7;30777.3;28498.0;32487.0;1495.7228687159932;5.083860402E8;3.28107412E8;8.35576963E8;2.2626166871734208E8;27813.9;26788.0;30208.0;1133.6378463454132;3.201796161E8;1.27365672E8;6.00678931E8;2.0480986466064036E8;3.8464632837E9;3.777144557E9;4.326923614E9;1.6928748377599427E8;1472895.1544831402;4.5417803014E9;4.197548279E9;4.739547444E9;2.0129298572624958E8;100937;5.593121321E8;3.39292787E8;8.63897481E8;2.260340900172026E8;32487.4;29637.0;35337.0;1782.1803874280888;3.9823602201E9;3.832153241E9;4.400144085E9;2.2503939169198382E8;1472895.1544831402
fars;(recursiveCLDiversity);();false;0.0;9;0;1.0007976527E9;9.85889612E8;1.003738908E9;5278745.25971403;4.34896587848E10;4.2253566924E10;4.4424202475E10;7.138190355087184E8;100937;1.26563524103E10;1.2231965611E10;1.3312739131E10;3.373221508857814E8;5.927760993E8;5.03349343E8;8.76556193E8;1.2377392330528666E8;2.832547079E8;2.13369674E8;6.68663221E8;1.3600198823234618E8;30834.6;29067.0;33058.0;1273.3607501411373;5.564361937E8;3.35999585E8;9.05242621E8;2.3160995269909075E8;29295.9;27358.0;34198.0;1959.805458032336;3.690208677E8;2.14909693E8;6.2143044E8;1.9696840254358166E8;1.08529835744E10;1.0435674539E10;1.1554751349E10;3.36073762972238E8;585933.0095846694;1.11914129938E10;1.085802181E10;1.1487918939E10;2.273546100063674E8;100937;3.844510445E8;3.53275506E8;4.48769836E8;4.411493876543822E7;29979.8;28498.0;32487.0;1177.2363870995116;1.08068584451E10;1.0503303747E10;1.1131191212E10;2.2482506465752876E8;585933.0095846694
fars;(sampleUniqueness);();false;0.0;9;0;9.993229499E8;9.86207647E8;1.004234769E9;6910013.677887033;4.4211052064E10;4.2398859406E10;4.5551447317E10;8.494383825266939E8;100937;2.20975977517E10;2.1789625442E10;2.2656355032E10;2.8458648673810226E8;5.180900449E8;5.02285236E8;5.28651378E8;7696415.744031048;3.268242708E8;2.34138282E8;6.76532596E8;1.6923471297472784E8;29865.6;28497.0;31917.0;1114.4129695344839;4.887449752E8;3.31484968E8;7.46421108E8;1.9351510640656316E8;27585.9;25648.0;31348.0;1616.6913022177941;3.384107247E8;1.77606677E8;6.23132897E8;2.0182892830079412E8;2.04235642393E10;2.0140887865E10;2.0952002909E10;2.6825354901397228E8;812203.7033898486;2.08234823938E10;2.0581206972E10;2.1104278485E10;1.8596033253864065E8;100937;4.084740978E8;3.48504408E8;4.94986386E8;6.317842559734935E7;43487.6;41607.0;46166.0;1203.0193680901402;2.04148899727E10;2.0097242954E10;2.0631605855E10;1.96388524059276E8;812203.7033898486
